iter	Passed	Remaining
1766	2866	377
1767	2867	376
1768	2869	374
1769	2870	373
1770	2872	371
1771	2874	369
1772	2875	368
1773	2876	366
1774	2877	364
1775	2879	363
1776	2881	361
1777	2882	359
1778	2884	358
1779	2885	356
1780	2887	355
1781	2888	353
1782	2890	351
1783	2891	350
1784	2893	348
1785	2894	346
1786	2896	345
1787	2897	343
1788	2899	341
1789	2900	340
1790	2902	338
1791	2904	337
1792	2905	335
1793	2910	334
1794	3013	344
1795	3016	342
1796	3018	341
1797	3021	339
1798	3022	337
1799	3025	336
1800	3028	334
1801	3030	332
1802	3033	331
1803	3035	329
1804	3037	328
1805	3041	326
1806	3043	325
1807	3045	323
1808	3047	321
1809	3048	320
1810	3050	318
1811	3051	316
1812	3053	314
1813	3054	313
1814	3056	311
1815	3057	309
1816	3059	308
1817	3061	306
1818	3062	304
1819	3064	303
1820	3065	301
1821	3067	299
1822	3068	297
1823	3070	296
1824	3071	294
1825	3073	292
1826	3074	291
1827	3076	289
1828	3077	287
1829	3079	286
1830	3081	284
1831	3082	282
1832	3084	280
1833	3085	279
1834	3087	277
1835	3088	275
1836	3090	274
1837	3091	272
1838	3093	270
1839	3094	269
1840	3096	267
1841	3097	265
1842	3099	264
1843	3100	262
1844	3102	260
1845	3103	258
1846	3104	257
1847	3106	255
1848	3107	253
1849	3109	252
1850	3110	250
1851	3112	248
1852	3113	247
1853	3115	245
1854	3116	243
1855	3118	241
1856	3119	240
1857	3120	238
1858	3122	236
1859	3123	235
1860	3125	233
1861	3126	231
1862	3128	230
1863	3129	228
1864	3131	226
1865	3132	224
1866	3134	223
1867	3136	221
1868	3137	219
1869	3139	218
1870	3140	216
1871	3142	214
1872	3143	213
1873	3144	211
1874	3146	209
1875	3147	208
1876	3149	206
1877	3151	204
1878	3152	203
1879	3154	201
1880	3155	199
1881	3157	197
1882	3159	196
1883	3160	194
1884	3162	192
1885	3163	191
1886	3165	189
1887	3166	187
1888	3168	186
1889	3169	184
1890	3171	182
1891	3172	181
1892	3174	179
1893	3176	177
1894	3177	176
1895	3179	174
1896	3180	172
1897	3181	171
1898	3183	169
1899	3185	167
1900	3186	165
1901	3188	164
1902	3189	162
1903	3191	160
1904	3193	159
1905	3194	157
1906	3195	155
1907	3197	154
1908	3198	152
1909	3199	150
1910	3201	149
1911	3203	147
1912	3204	145
1913	3206	144
1914	3208	142
1915	3209	140
1916	3211	139
1917	3213	137
1918	3215	135
1919	3218	134
1920	3219	132
1921	3221	130
1922	3223	129
1923	3225	127
1924	3227	125
1925	3229	124
1926	3231	122
1927	3234	120
1928	3236	119
1929	3237	117
1930	3239	115
1931	3240	114
1932	3241	112
1933	3243	110
1934	3244	108
1935	3246	107
1936	3247	105
1937	3249	103
1938	3251	102
1939	3252	100
1940	3254	98
1941	3255	97
1942	3257	95
1943	3258	93
1944	3260	92
1945	3261	90
1946	3263	88
1947	3265	87
1948	3266	85
1949	3267	83
1950	3269	82
1951	3270	80
1952	3272	78
1953	3273	77
1954	3275	75
1955	3277	73
1956	3278	72
1957	3280	70
1958	3281	68
1959	3283	67
1960	3284	65
1961	3286	63
1962	3287	61
1963	3289	60
1964	3291	58
1965	3292	56
1966	3294	55
1967	3295	53
1968	3297	51
1969	3299	50
1970	3300	48
1971	3302	46
1972	3303	45
1973	3305	43
1974	3306	41
1975	3308	40
1976	3309	38
1977	3311	36
1978	3312	35
1979	3313	33
1980	3315	31
1981	3317	30
1982	3318	28
1983	3320	26
1984	3321	25
1985	3323	23
1986	3325	21
1987	3326	20
1988	3328	18
1989	3329	16
1990	3331	15
1991	3332	13
1992	3334	11
1993	3335	10
1994	3337	8
1995	3339	6
1996	3340	5
1997	3342	3
1998	3343	1
1999	3345	0
