iter	MultiClass
244	0.3316867755
245	0.3303300988
246	0.3291343297
247	0.3278671041
248	0.3267034576
249	0.3257317098
250	0.3247100124
251	0.323887695
252	0.3226046777
253	0.3214832633
254	0.32028697
255	0.3192539622
256	0.3182238616
257	0.3174286344
258	0.3163820285
259	0.3150758243
260	0.314227197
261	0.3130990249
262	0.312079288
263	0.3108253187
264	0.3100591415
265	0.3090378859
266	0.3079303626
267	0.3067802161
268	0.3058605645
269	0.3050550107
270	0.3040018242
271	0.3026479433
272	0.3016944625
273	0.3007202113
274	0.2997109068
275	0.2987133295
276	0.2977098054
277	0.2970838168
278	0.2961072264
279	0.2950051422
280	0.294271069
281	0.2933997301
282	0.2925510273
283	0.2915509611
284	0.2907436515
285	0.2897850527
286	0.2890090505
287	0.2882378834
288	0.2873513438
289	0.2864256311
290	0.285538128
291	0.2845924361
292	0.2837572396
293	0.2828660386
294	0.2820194031
295	0.2812888071
296	0.2804693353
297	0.2794554131
298	0.2786849411
299	0.2782097589
300	0.277234292
301	0.276437315
302	0.275722992
303	0.2748332417
304	0.2740510771
305	0.2729889706
306	0.2722848086
307	0.2715286684
308	0.2707154525
309	0.2698448407
310	0.2689883976
311	0.2680655508
312	0.267254938
313	0.2662865173
314	0.2656477335
315	0.2650236124
316	0.2640554309
317	0.26344986
318	0.2628083177
319	0.2619407514
320	0.2609811123
321	0.2602002004
322	0.2594920187
323	0.2587587815
324	0.2581700028
325	0.2574775334
326	0.2565829196
327	0.255815768
328	0.2551073022
329	0.2543846712
330	0.2534425366
331	0.252899847
332	0.2522210369
333	0.2514647798
334	0.2508311767
335	0.2501728196
336	0.2494369146
337	0.2487868067
338	0.2480289129
339	0.2473892699
340	0.2468512189
341	0.2461729386
342	0.2452882485
343	0.2446154678
344	0.2440510353
345	0.2432854441
346	0.2424376696
347	0.2417439711
348	0.2409689106
349	0.2404653103
350	0.2396189786
351	0.239034213
352	0.2384181728
353	0.2376553418
354	0.2370945279
355	0.2362889195
356	0.2355164152
357	0.2349043896
358	0.2342426194
359	0.2336646478
360	0.2331560184
361	0.2324622279
362	0.2318516734
363	0.2312799567
364	0.2305658953
365	0.2300462194
366	0.229564031
367	0.2289636684
368	0.2283987637
369	0.2277177031
370	0.2273927142
371	0.2270745102
372	0.22655697
373	0.225882838
374	0.2252494513
375	0.2246442685
376	0.2241383741
377	0.2235695075
378	0.223160014
379	0.2225840554
380	0.2220226131
381	0.2215810724
382	0.2208241995
383	0.2203039327
384	0.2197715901
385	0.2192262722
386	0.2185970275
387	0.2181147032
388	0.2176376894
389	0.2170177683
390	0.2163267702
391	0.2157207454
392	0.2152044952
393	0.2146904744
394	0.2142047859
395	0.2137465407
396	0.2131232052
397	0.2126136208
398	0.2121059815
399	0.2115763244
400	0.2109572536
401	0.2104609376
402	0.21008089
403	0.2095906959
404	0.209311654
405	0.2087748719
406	0.2082345503
407	0.2077428545
408	0.2073142099
409	0.2067707453
410	0.2062346937
411	0.2055911593
412	0.2048581987
413	0.204461474
414	0.2038153194
415	0.2033857313
416	0.203002503
417	0.2025060297
418	0.20214231
419	0.2016988524
420	0.2012757673
421	0.200694816
422	0.2002694951
423	0.1997278897
424	0.1992588837
425	0.1987613921
426	0.1981876768
427	0.1976879237
428	0.1973361354
429	0.1969026742
430	0.1963966576
431	0.1960149134
432	0.1956124107
433	0.195301456
434	0.194725916
435	0.1942689841
436	0.1938096984
437	0.1934539084
438	0.1931226908
439	0.1926018757
440	0.1921865266
441	0.1917267623
442	0.1911522096
443	0.1907699471
444	0.190323661
445	0.1897308046
446	0.1893511169
447	0.1889997348
448	0.1885364081
449	0.188129534
450	0.187585911
451	0.1870539834
452	0.1867014038
453	0.1863701353
454	0.1860076609
455	0.1856608471
456	0.1852732895
457	0.1849690057
458	0.1844685373
459	0.1838493922
460	0.1834796107
461	0.1831076732
462	0.1828689138
463	0.1825163439
464	0.18218204
465	0.1817403096
466	0.1813008571
467	0.1808614599
468	0.1804404609
469	0.180069663
470	0.1797035554
471	0.1793815706
472	0.1790199007
473	0.1784624426
474	0.178056885
475	0.1776910398
476	0.1773108944
477	0.1769345716
478	0.1764518548
479	0.1761511483
480	0.1757826626
481	0.1754952219
482	0.1752420081
483	0.1748582862
484	0.1745995656
485	0.1743120622
486	0.1737736452
487	0.1734343163
488	0.1731493769
489	0.1728643474
490	0.1725141317
491	0.171984258
492	0.1716608077
493	0.171291743
494	0.1709304286
495	0.1706282634
496	0.1701561385
497	0.1697944889
498	0.1694290416
499	0.1689882383
500	0.1686210259
501	0.168239183
502	0.1679435166
503	0.1676738332
504	0.167231077
505	0.1669676014
506	0.1665969548
507	0.1663299769
508	0.1660578787
509	0.1657128682
510	0.1652575575
511	0.1650433539
512	0.1647496189
513	0.1644045969
514	0.1641614176
515	0.1638203154
516	0.1635822037
517	0.163327438
518	0.1629905984
519	0.1626127854
520	0.1623379716
521	0.1619868097
522	0.1616382697
523	0.161378577
524	0.1611328371
525	0.1608487627
526	0.160584016
527	0.1601767045
528	0.1597984038
529	0.1595450902
530	0.1592130186
531	0.1589591311
532	0.158608637
533	0.1583864476
534	0.1580052498
535	0.1576878025
536	0.157384114
537	0.1570904264
538	0.1568837542
539	0.1565550981
540	0.1562966293
541	0.1559899771
542	0.1555310194
543	0.1552129505
544	0.1549781893
545	0.1546417189
546	0.1543305946
547	0.1540959339
548	0.1537933836
549	0.1535186666
550	0.1531684358
551	0.1528428253
552	0.1526020275
553	0.1523432213
554	0.1519897914
555	0.1518381374
556	0.1515004898
557	0.1513111484
558	0.1510353041
559	0.1507645275
560	0.1504980137
561	0.150134134
562	0.1499078668
563	0.1495867916
564	0.1493727754
565	0.1491013779
566	0.1489067005
567	0.1486824268
568	0.1483733712
569	0.1480688069
570	0.1478064649
571	0.147538529
572	0.1472561223
573	0.1469815014
574	0.1466923989
575	0.1464472393
576	0.1461020295
577	0.1458433793
578	0.1456460627
579	0.1453738085
580	0.1450477264
581	0.1448253652
582	0.1444990594
583	0.1441359254
584	0.1439243816
585	0.1437028567
586	0.1433210409
587	0.1430522753
588	0.1427454417
589	0.1424642747
590	0.1422755692
591	0.1420673324
592	0.1418860916
593	0.1416564254
594	0.1413575255
595	0.1410778031
596	0.1408338892
597	0.1406299992
598	0.1404305984
599	0.1402398409
600	0.1400147314
601	0.1397543748
602	0.1394981105
603	0.1392084231
604	0.1389508555
605	0.138687382
606	0.1385022536
607	0.1382650024
608	0.1380171653
609	0.1377257924
610	0.1373945057
611	0.1370662082
612	0.1367786879
613	0.1366552135
614	0.1363987716
615	0.1362476476
616	0.1360415455
617	0.1357575511
618	0.1355369262
619	0.1352464148
620	0.1350861283
621	0.1347667574
622	0.1345282565
623	0.1343281706
624	0.1341278172
625	0.1338811637
626	0.1335349792
627	0.1332849379
628	0.132928475
629	0.1327277282
630	0.1324619568
631	0.1321675504
632	0.1317970013
633	0.1315393688
634	0.1313227249
635	0.1309884196
636	0.1308079756
637	0.1306448946
638	0.1304239727
639	0.1302333413
640	0.1300106542
641	0.1297649874
642	0.1293950539
643	0.1292412475
644	0.1290357065
645	0.1288535752
646	0.128627889
647	0.1284257111
648	0.1282529833
649	0.1280486651
650	0.1278877178
651	0.127687821
652	0.1274940087
653	0.1272626091
654	0.1271105796
655	0.1269105435
656	0.1267324337
657	0.1265005418
658	0.126298297
659	0.1261745871
660	0.1259393485
661	0.1256613666
662	0.1253779031
663	0.1250730225
664	0.1247922518
665	0.1245429772
666	0.1244005832
667	0.124226897
668	0.1240517953
669	0.123721108
670	0.1235252469
671	0.1233134989
672	0.1230480141
673	0.1227663145
674	0.1225645345
675	0.1223702013
676	0.1221757317
677	0.1218722201
678	0.1217139471
679	0.121538899
680	0.1213992278
681	0.1211214298
682	0.1210047622
683	0.1207062265
684	0.1204809967
685	0.1203274874
686	0.1201331154
687	0.1199750747
688	0.119775814
689	0.1194498669
690	0.1192040773
691	0.1189925937
692	0.1188308951
693	0.1186809507
694	0.1184099189
695	0.1181428616
696	0.1179721908
697	0.1176553232
698	0.1174031893
699	0.1172391403
700	0.1170922294
701	0.1168623151
702	0.1166314263
703	0.1163946367
704	0.1161073874
705	0.1159205653
706	0.115741137
707	0.1155454809
708	0.1153882774
709	0.1152476115
710	0.1150696754
711	0.1147683766
712	0.114567946
713	0.1144496327
714	0.1142585131
715	0.1140391973
716	0.1138557924
717	0.1136397407
718	0.1134472429
719	0.1133541096
720	0.1131238872
721	0.1128946125
722	0.1127467252
723	0.1125938606
724	0.1123827072
725	0.1122605283
726	0.112015264
727	0.111943947
728	0.11169851
729	0.1115616665
730	0.1112732385
731	0.1110978701
732	0.110892868
733	0.1106912471
734	0.1105617323
735	0.1103447478
736	0.1101880697
737	0.1100347075
738	0.1098378792
739	0.1096892026
740	0.1095226597
741	0.1093406507
742	0.1091732555
743	0.1089588226
744	0.1088734263
745	0.1087255641
746	0.1085539537
747	0.1083445383
748	0.1080789255
749	0.1079793488
750	0.107729707
751	0.1074989976
752	0.1073695091
753	0.1072251683
754	0.1070904956
755	0.1069473539
756	0.1067723066
757	0.106651381
758	0.1065326143
759	0.1064069686
760	0.1062758975
761	0.1061330045
762	0.10598126
763	0.1058657966
764	0.1057312271
765	0.1054894008
766	0.1052393422
767	0.1049974692
768	0.1047741088
769	0.1046251742
770	0.1045124672
771	0.104403475
772	0.1042279496
773	0.1039702354
774	0.1037950921
775	0.1035757207
776	0.1034344277
777	0.1031723262
778	0.1029769955
779	0.1028478204
780	0.1026858506
781	0.1025113821
782	0.1023276795
783	0.1021681365
784	0.102065032
785	0.1019553086
786	0.1018344242
787	0.1017094493
788	0.1015556542
789	0.1013360415
790	0.1012149079
791	0.1010763817
792	0.100884314
793	0.1007682162
794	0.1005653261
795	0.1004610792
796	0.1002936204
797	0.1001065041
798	0.09992093313
799	0.09968328898
800	0.09955140077
801	0.09937342646
802	0.09915599206
803	0.09896127526
804	0.09886216112
805	0.09869718319
806	0.09849834982
807	0.09829500136
808	0.09818646158
809	0.09803380005
810	0.09790249915
811	0.09768799974
812	0.09749122625
813	0.09734225232
814	0.09725174814
815	0.09708458544
816	0.0968945236
817	0.09671889002
818	0.09659598536
819	0.09639671537
820	0.09625564911
821	0.09602600537
822	0.09589234229
823	0.09573454325
824	0.09556237034
825	0.0953853359
826	0.09522223783
827	0.0950348734
828	0.09485943002
829	0.09471434301
830	0.09451031576
831	0.09437802407
832	0.09420387877
833	0.09409932026
834	0.09395290731
835	0.09380313852
836	0.09364446328
837	0.09350373097
838	0.09329450295
839	0.09314069881
840	0.09297461503
841	0.0928094272
842	0.0926974358
843	0.09260253228
844	0.09247215669
845	0.09230487099
846	0.09213483077
847	0.09194400157
848	0.09178200932
849	0.09161106462
850	0.09139608438
851	0.09128933039
852	0.09117427747
853	0.09107244295
854	0.09091846942
855	0.09083395368
856	0.09074745255
857	0.09063928192
858	0.090466005
859	0.09029966506
860	0.090150943
861	0.0900804341
862	0.08991716912
863	0.08975190107
864	0.08962375498
865	0.0894024192
866	0.08925940471
867	0.08918099646
868	0.08903401452
869	0.08890220148
870	0.08875241972
871	0.08864194401
872	0.08853649502
873	0.08840684931
874	0.08827212819
875	0.088109606
876	0.08793571903
877	0.08782127378
878	0.08766676953
879	0.08755940515
880	0.08740988128
881	0.08728849229
882	0.08713974558
883	0.08703239239
884	0.0869294582
885	0.0867869296
886	0.08660369178
887	0.08651582589
888	0.08642246344
889	0.08633660992
890	0.08618103469
891	0.0860473826
892	0.08592748075
893	0.08577051995
894	0.08567310978
895	0.08551063671
896	0.08536213704
897	0.08520831881
898	0.08510058374
899	0.08494889387
900	0.0848408246
901	0.0847398114
902	0.08458545772
903	0.08449310403
904	0.08440339795
905	0.08427804657
906	0.08415225388
907	0.08404342596
908	0.08396097126
909	0.08383969625
910	0.08375476265
911	0.08367614792
912	0.08356044209
913	0.08345397839
914	0.08331260497
915	0.08316908092
916	0.08299712666
917	0.0828680021
918	0.08271965465
919	0.08259649703
920	0.08250101066
921	0.08242672449
922	0.08235483747
923	0.08219197407
924	0.08208422955
925	0.08197723703
926	0.08183067297
927	0.08167703871
928	0.08161572603
929	0.08153047592
930	0.08139905674
931	0.08128728899
932	0.08119586403
933	0.08104790332
934	0.08095645527
935	0.08087905318
936	0.08077226726
937	0.08061433935
938	0.08046964899
939	0.0803618574
940	0.08020140298
941	0.0801180057
942	0.07996056242
943	0.079830393
944	0.07975244755
945	0.07968265024
946	0.07957367422
947	0.07944118084
948	0.07937741874
949	0.07927843208
950	0.07920615226
951	0.07911751197
952	0.07902758156
953	0.07892881737
954	0.07877237145
955	0.0786421994
956	0.07851217739
957	0.07840207631
958	0.07830131397
959	0.07817598639
960	0.07804455275
961	0.07792691435
962	0.07778245067
963	0.07771839071
964	0.07761623909
965	0.07746186663
966	0.0773203009
967	0.07718917683
968	0.07711861744
969	0.07695015398
970	0.07684851086
971	0.07673837728
972	0.07665540315
973	0.07653340953
974	0.07646180522
975	0.07632434578
976	0.07619113467
977	0.0760259874
978	0.0758680945
979	0.07574256002
980	0.07564757315
981	0.07551902493
982	0.07540534286
983	0.07527058804
984	0.07511191423
985	0.07501847645
986	0.07487801479
987	0.07479526728
988	0.07470417674
989	0.07462063767
990	0.07447613685
991	0.07435703975
992	0.07427791646
993	0.07416167154
994	0.07409210985
995	0.07397332796
996	0.07389910641
997	0.07378032966
998	0.07370743347
999	0.07363008087
1000	0.07357580467
1001	0.07349739898
1002	0.07337064738
1003	0.07329173627
1004	0.07314711963
1005	0.07299952153
1006	0.07293425766
1007	0.0728473537
1008	0.07279436604
1009	0.07273091655
1010	0.07264172459
1011	0.07255396953
1012	0.07249262728
1013	0.07237014702
1014	0.0722537021
1015	0.07213846928
1016	0.07203572299
1017	0.07187988949
1018	0.07175169337
1019	0.0716445677
1020	0.07156143204
1021	0.07148694232
1022	0.07142004963
1023	0.07131499089
1024	0.07116478977
1025	0.0710539894
1026	0.0709860313
1027	0.0709103683
1028	0.07077348479
1029	0.0706912241
1030	0.07057535746
1031	0.07051240338
1032	0.07042742165
1033	0.07035780799
1034	0.070246293
1035	0.07013966732
1036	0.07006402415
1037	0.06999926707
1038	0.06991091095
1039	0.06985566511
1040	0.06975672012
1041	0.06966382952
1042	0.06959053028
1043	0.06945760802
1044	0.0693547871
1045	0.06924123857
1046	0.06920608833
1047	0.06912384873
1048	0.06905581027
1049	0.06894460456
1050	0.06888406163
1051	0.06873942414
1052	0.06866511338
1053	0.06859033531
1054	0.06850446609
1055	0.06842901039
1056	0.06831937923
1057	0.06819279815
1058	0.06809759212
1059	0.0680428883
1060	0.06794719348
1061	0.06785391045
1062	0.06775783671
1063	0.06770423642
1064	0.06763780879
1065	0.0675751392
1066	0.06748567023
1067	0.06738439067
1068	0.06730728161
1069	0.06721401599
1070	0.06708874993
1071	0.06701070148
1072	0.06694430621
1073	0.06686114363
1074	0.0668052959
1075	0.06673446388
1076	0.06663401522
1077	0.06652592906
1078	0.06643360225
1079	0.06636098113
1080	0.06628281336
1081	0.06617763966
1082	0.06605377143
1083	0.06598265126
1084	0.06587511088
1085	0.06581871183
1086	0.06571480202
1087	0.06564169346
1088	0.06555834726
1089	0.06545231426
1090	0.06537673419
1091	0.06530307525
1092	0.06524040894
1093	0.06518811163
1094	0.06512510083
1095	0.06503200223
1096	0.06493110675
1097	0.06483301561
1098	0.06472817877
1099	0.06463175927
1100	0.06455829243
1101	0.06450657335
1102	0.06439995012
1103	0.06429804832
1104	0.06422263243
1105	0.06415389294
1106	0.06405860648
1107	0.06400693666
1108	0.06390816852
1109	0.06383924835
1110	0.06379615843
1111	0.06372534245
1112	0.06367285793
1113	0.06362327263
1114	0.06357172141
1115	0.06347895455
1116	0.06341870736
1117	0.06334135918
1118	0.06326937938
1119	0.06320790717
1120	0.06317132452
1121	0.06306584279
1122	0.06301872369
1123	0.06292318059
1124	0.06288330379
1125	0.06279182353
1126	0.06269276752
1127	0.06260992962
1128	0.06252543625
1129	0.06246538329
1130	0.06241776435
1131	0.06234859131
1132	0.06225151747
1133	0.06216170266
1134	0.06207383084
1135	0.06198176426
1136	0.06192240931
1137	0.06183291857
1138	0.06175423563
1139	0.06170414684
1140	0.06164313944
1141	0.0615490933
1142	0.06146691225
1143	0.06142345832
1144	0.06137065691
1145	0.06129640432
1146	0.06117644511
1147	0.06112211315
1148	0.06106569358
1149	0.06097668018
1150	0.06090760537
1151	0.06081850997
1152	0.06072752761
1153	0.06062849036
1154	0.06058878205
1155	0.06056001703
1156	0.06047280203
1157	0.06042782668
1158	0.06036331514
1159	0.06028163617
1160	0.06021053196
1161	0.06013353668
1162	0.06008419292
1163	0.06003557199
1164	0.05994956805
1165	0.05989870822
1166	0.05981572756
1167	0.05974911586
1168	0.05969241541
1169	0.0596115529
1170	0.05958064882
1171	0.05952372303
1172	0.05943770394
1173	0.05939089687
1174	0.05933893674
1175	0.0592456367
1176	0.05918561071
1177	0.05910915424
1178	0.05903723203
1179	0.05895923587
1180	0.0589153432
1181	0.05886171537
1182	0.05879555755
1183	0.05874428284
1184	0.05870097892
1185	0.05862397361
1186	0.0585875763
1187	0.05852328372
1188	0.05844215739
1189	0.05840276031
1190	0.05830790141
1191	0.05827149476
1192	0.05821813002
1193	0.05812324081
1194	0.05802639632
1195	0.05795210139
1196	0.05791433401
1197	0.05783128674
1198	0.0577792728
1199	0.05771573107
1200	0.05765385518
1201	0.05757927401
1202	0.05747468292
1203	0.05737962294
1204	0.05730620011
1205	0.05724610482
1206	0.05716510552
1207	0.05711349792
1208	0.0570341195
1209	0.05700054737
1210	0.05691764885
1211	0.05685097012
1212	0.05679074887
1213	0.05672175323
1214	0.05663645591
1215	0.05657293288
1216	0.05650602517
1217	0.05646322024
1218	0.05639844085
1219	0.0563583618
1220	0.05628473855
1221	0.05623967515
1222	0.05616475478
1223	0.05611143764
1224	0.0560269274
1225	0.05597326374
1226	0.05589211493
1227	0.05585029077
1228	0.05579168411
1229	0.05571779744
1230	0.05567127309
1231	0.05563318343
1232	0.05558575692
1233	0.05551931186
1234	0.05545286575
1235	0.05537139979
1236	0.05529882606
1237	0.0552178981
1238	0.05516847151
1239	0.05512308703
1240	0.05504399284
1241	0.05498597222
1242	0.05494681196
1243	0.05484970747
1244	0.05481696814
1245	0.0547763793
1246	0.05469710914
1247	0.05464594032
1248	0.05461330817
1249	0.05457411411
1250	0.05450856866
1251	0.05442965859
1252	0.05437311004
1253	0.05428466447
1254	0.054222668
1255	0.05414307638
1256	0.05405299245
1257	0.05397992226
1258	0.05390873149
1259	0.0538711524
1260	0.05379977598
1261	0.05373947364
1262	0.05367350062
1263	0.05362497003
1264	0.0535502253
1265	0.05351199687
1266	0.05345782673
1267	0.05338303744
1268	0.05329585294
1269	0.0532495025
1270	0.05319602693
1271	0.0531778033
1272	0.0531253256
1273	0.05309079237
1274	0.05304423111
1275	0.05297333565
1276	0.0529065269
1277	0.05285874457
1278	0.05280590478
1279	0.05272997984
1280	0.05267727522
1281	0.05264189004
1282	0.05255969474
1283	0.05247373324
1284	0.05241139869
1285	0.05234663466
1286	0.05225566739
1287	0.05219932567
1288	0.05213407767
1289	0.05205101631
1290	0.05198413686
1291	0.05192798204
1292	0.0518959953
1293	0.05186397217
1294	0.05181771939
1295	0.05177794034
1296	0.05173182535
1297	0.05165829054
1298	0.0516177524
1299	0.05154579281
1300	0.05151318757
1301	0.05146449574
1302	0.05143307657
1303	0.05138579118
1304	0.05134796812
1305	0.05131948502
1306	0.05126417779
1307	0.05120659383
1308	0.05114101543
1309	0.0510826026
1310	0.05101930844
1311	0.05098625002
1312	0.05093575663
1313	0.05088643492
1314	0.0508428237
1315	0.05078679136
1316	0.05075096722
1317	0.0506862319
1318	0.05065060116
1319	0.05058428514
1320	0.05053869773
1321	0.05049774222
1322	0.05045670051
1323	0.05042829347
1324	0.05036699616
1325	0.05031002486
1326	0.05024808261
1327	0.05019996261
1328	0.05015806749
1329	0.05013769078
1330	0.05010536269
1331	0.05004329727
1332	0.05001503084
1333	0.04997265837
1334	0.04990842851
1335	0.04985592568
1336	0.04980838511
1337	0.04974583884
1338	0.04969106674
1339	0.04962982761
1340	0.04955078996
1341	0.04947821496
1342	0.0494150274
1343	0.04936829596
1344	0.04930756973
1345	0.04923984061
1346	0.04920345415
1347	0.04916108018
1348	0.04913033778
1349	0.04908662342
1350	0.04905722752
1351	0.04897505406
1352	0.04892508391
1353	0.0488562491
1354	0.04880309658
1355	0.04878044278
1356	0.0487431073
1357	0.04870951922
1358	0.04868101852
1359	0.04863894209
1360	0.04858140301
1361	0.04851652121
1362	0.04847265873
1363	0.04842121515
1364	0.04836374393
1365	0.04833278811
1366	0.0482589607
1367	0.04822799698
1368	0.04817459972
1369	0.04811776592
1370	0.04808610938
1371	0.04804372622
1372	0.04796636168
1373	0.04790836723
1374	0.04787875367
1375	0.04782583307
1376	0.04778775558
1377	0.04776548274
1378	0.04771251353
1379	0.04768977815
1380	0.04761563025
1381	0.0475882537
1382	0.04752759078
1383	0.04746983283
1384	0.04742555385
1385	0.04737695413
1386	0.04734293945
1387	0.04731292812
1388	0.04727033226
1389	0.04719889091
1390	0.04715054124
1391	0.04712102946
1392	0.04706350323
1393	0.04702348702
1394	0.04699022398
1395	0.04696336181
1396	0.04691707852
1397	0.04687023988
1398	0.04685166039
1399	0.04679470118
1400	0.04675327787
1401	0.04671822405
1402	0.04667510852
1403	0.04663277412
1404	0.04659505583
1405	0.04653993968
1406	0.04650622837
1407	0.04648123561
1408	0.04643864819
1409	0.04641069475
1410	0.04638402141
1411	0.04633060511
1412	0.04630427862
1413	0.04628004376
1414	0.04624074903
1415	0.04618522484
1416	0.04616625665
1417	0.04613622225
1418	0.04610073039
1419	0.04604702878
1420	0.04599450557
1421	0.04595242242
1422	0.04591302418
1423	0.04588707604
1424	0.04584048612
1425	0.045779802
1426	0.0457525315
1427	0.04568145211
1428	0.04564050145
1429	0.04558710368
1430	0.04553582163
1431	0.04549456815
1432	0.04543692082
1433	0.04538900939
1434	0.04536429463
1435	0.04531442772
1436	0.04527124781
1437	0.04521955217
1438	0.04518353116
1439	0.04515209313
1440	0.04509683461
1441	0.04505989039
1442	0.04502586525
1443	0.044985058
1444	0.04495682356
1445	0.04492394648
1446	0.04489886572
1447	0.04484522269
1448	0.04479816923
1449	0.04475433381
1450	0.04469198511
1451	0.04462997987
1452	0.04456181003
1453	0.04452786986
1454	0.04450278985
1455	0.04446561054
1456	0.0444249511
1457	0.04440423652
1458	0.04437210306
1459	0.04434808218
1460	0.04432010972
1461	0.04428722612
1462	0.04423341839
1463	0.044197319
1464	0.0441493931
1465	0.04411784682
1466	0.04406714198
1467	0.0440343332
1468	0.04401180198
1469	0.04396593124
1470	0.04391651781
1471	0.04389829976
1472	0.04386845195
1473	0.04384658592
1474	0.04380030686
1475	0.04378140188
1476	0.04373203211
1477	0.04369675709
1478	0.04367526331
1479	0.04362463724
1480	0.04357038727
1481	0.04352323921
1482	0.0434970892
1483	0.04345766057
1484	0.04340918255
1485	0.04335946879
1486	0.04332171229
1487	0.04329041471
1488	0.04325757857
1489	0.0432369386
1490	0.04320907108
1491	0.0431875836
1492	0.04314173448
1493	0.04309893226
1494	0.04303900554
1495	0.04300490329
1496	0.04298248174
1497	0.04295918518
1498	0.04293483492
1499	0.04289829596
1500	0.04285081488
1501	0.04279653193
1502	0.04273546051
1503	0.04267169679
1504	0.04263580589
1505	0.04258298219
1506	0.04252251356
1507	0.04248190523
1508	0.04246024797
