iter	MultiClass
1509	0.04242588537
1510	0.04241093145
1511	0.04236589179
1512	0.04231522619
1513	0.04226902741
1514	0.04224038518
1515	0.04220692434
1516	0.04218520329
1517	0.04214538215
1518	0.04209416052
1519	0.04207529821
1520	0.04205785848
1521	0.04202107151
1522	0.04197497747
1523	0.04191902775
1524	0.04189562339
1525	0.04184640967
1526	0.041795135
1527	0.04174884473
1528	0.04171103527
1529	0.04165236566
1530	0.04160236757
1531	0.04157897834
1532	0.04153326235
1533	0.0414955275
1534	0.04145899387
1535	0.04142435355
1536	0.0413773522
1537	0.04134512389
1538	0.04129873048
1539	0.04125908624
1540	0.04122153673
1541	0.04119313306
1542	0.0411618996
1543	0.04112104272
1544	0.04108966096
1545	0.04104855118
1546	0.04102483716
1547	0.04099429421
1548	0.04095198877
1549	0.04091416186
1550	0.0408911604
1551	0.04087640751
1552	0.04083819351
1553	0.0408178217
1554	0.04079411122
1555	0.04076915308
1556	0.04073638937
1557	0.04067789282
1558	0.04063165545
1559	0.04061003971
1560	0.04056415633
1561	0.040509485
1562	0.04046957568
1563	0.0404473596
1564	0.04040709308
1565	0.04038628564
1566	0.04035637601
1567	0.04031383553
1568	0.04027952477
1569	0.04023030279
1570	0.0401897208
1571	0.04016687945
1572	0.04012041935
1573	0.04007958818
1574	0.04005040555
1575	0.04002889608
1576	0.04000105388
1577	0.03998045036
1578	0.03993614786
1579	0.0399167574
1580	0.03988892809
1581	0.0398481497
1582	0.03981999202
1583	0.03978911525
1584	0.03975787541
1585	0.03973724017
1586	0.0397198911
1587	0.03967763947
1588	0.03963554132
1589	0.03961517476
1590	0.03956721498
1591	0.03953723616
1592	0.03948432433
1593	0.03945346562
1594	0.03941352425
1595	0.03939149407
1596	0.03934757623
1597	0.03931666414
1598	0.03928542216
1599	0.03926361076
1600	0.03924099353
1601	0.03920471975
1602	0.03916316757
1603	0.03911189684
1604	0.03908639609
1605	0.0390594537
1606	0.03901540089
1607	0.03897677663
1608	0.03894601327
1609	0.03891651411
1610	0.03889773115
1611	0.03885604974
1612	0.03881262189
1613	0.03878332016
1614	0.03873855802
1615	0.03868465175
1616	0.0386558516
1617	0.0386142104
1618	0.03857254376
1619	0.03854525145
1620	0.03851887513
1621	0.03849216336
1622	0.03846770355
1623	0.03842553609
1624	0.03838784573
1625	0.03834916124
1626	0.03832592605
1627	0.03827535985
1628	0.03823719826
1629	0.03819889467
1630	0.03815800151
1631	0.03812624566
1632	0.03809829886
1633	0.03806843866
1634	0.03803504529
1635	0.03800030788
1636	0.03796286473
1637	0.0379228515
1638	0.03789192579
1639	0.03787631292
1640	0.03783215672
1641	0.03779249507
1642	0.037767169
1643	0.03772082284
1644	0.03768574546
1645	0.03765755072
1646	0.03762595326
1647	0.0376065651
1648	0.0375674278
1649	0.03755158836
1650	0.03753135367
1651	0.0375005941
1652	0.03747965881
1653	0.03744288464
1654	0.03742433241
1655	0.03741118889
1656	0.03737932068
1657	0.03734281135
1658	0.03732976924
1659	0.03729220321
1660	0.03726375569
1661	0.03723217884
1662	0.03719666701
1663	0.03716932246
1664	0.03715375857
1665	0.03713247014
1666	0.03710056616
1667	0.03706753519
1668	0.03702835189
1669	0.03700601182
1670	0.03696694589
1671	0.03694185507
1672	0.0369060371
1673	0.03687714744
1674	0.03685075439
1675	0.03681510586
1676	0.03679349109
1677	0.03674386279
1678	0.03671373959
1679	0.03668232869
1680	0.03664577106
1681	0.03662467036
1682	0.03659023003
1683	0.03656816429
1684	0.03653506561
1685	0.03649664953
1686	0.03646051861
1687	0.03643470845
1688	0.03640256472
1689	0.03636692
1690	0.03635193104
1691	0.03630693096
1692	0.036284163
1693	0.03624638345
1694	0.03621244579
1695	0.03618207516
1696	0.03614545889
1697	0.03613532897
1698	0.03610237075
1699	0.03607498591
1700	0.03604250219
1701	0.03602216133
1702	0.03597953114
1703	0.03596774484
1704	0.03593163256
1705	0.03589695624
1706	0.03586610918
1707	0.03582753208
1708	0.03581546546
1709	0.03576855012
1710	0.03573390048
1711	0.03571768129
1712	0.0356867593
1713	0.03567246898
1714	0.03562667694
1715	0.03560412263
1716	0.03557886907
1717	0.03556190534
1718	0.0355387177
1719	0.0355129487
1720	0.03549001515
1721	0.03545733293
1722	0.03542589101
1723	0.03540871641
1724	0.03538794953
1725	0.03535454776
1726	0.03531683487
1727	0.03527554053
1728	0.03525498926
1729	0.03521284132
1730	0.03520038702
1731	0.03518449842
1732	0.0351519262
1733	0.03511428491
1734	0.03508593423
1735	0.03507329601
1736	0.03504296218
1737	0.03501250877
1738	0.03497937683
1739	0.03495120039
1740	0.03492394822
1741	0.03489049058
1742	0.03486257482
1743	0.03482804532
1744	0.03480645721
1745	0.03477531756
1746	0.0347550659
1747	0.03473508601
1748	0.0347052056
1749	0.03468795199
1750	0.03467335727
1751	0.03464277974
1752	0.03461177852
1753	0.03457471561
1754	0.03454538194
1755	0.03452003967
1756	0.03448969588
1757	0.03445541723
1758	0.0344348083
1759	0.03440466896
1760	0.03437233827
1761	0.03434890326
1762	0.03431864987
1763	0.0343019732
1764	0.03428448365
1765	0.03425797825
1766	0.03423746976
1767	0.03421395531
1768	0.03417931556
1769	0.0341605019
1770	0.03414453305
1771	0.03412194853
1772	0.03410528418
1773	0.03408726434
1774	0.03406303142
1775	0.03403298663
1776	0.03399786366
1777	0.03397737766
1778	0.03395103988
1779	0.0339202876
1780	0.03389001442
1781	0.03386805236
1782	0.03385900375
1783	0.03384324172
1784	0.03382526986
1785	0.03379981263
1786	0.0337762806
1787	0.03375393521
1788	0.03374389062
1789	0.0337155532
1790	0.033699114
1791	0.03365956312
1792	0.03362875407
1793	0.0336131104
1794	0.03358410227
1795	0.03356476558
1796	0.03354678032
1797	0.03352609969
1798	0.0334909252
1799	0.03347570391
1800	0.03343640747
1801	0.03340232993
1802	0.03337172772
1803	0.03334552
1804	0.03332848294
1805	0.03330227627
1806	0.03326904779
1807	0.03323667625
1808	0.03321863375
1809	0.03319613892
1810	0.03316445269
1811	0.0331534088
1812	0.03313718024
1813	0.03310238501
1814	0.03307837167
1815	0.03305900511
1816	0.03301699053
1817	0.03298344557
1818	0.03296349158
1819	0.03294545263
1820	0.03290824313
1821	0.03288738384
1822	0.03286137886
1823	0.03284786995
1824	0.03282376002
1825	0.03280446189
1826	0.0327839887
1827	0.03275379778
1828	0.03273930853
1829	0.03272580788
1830	0.03269695581
1831	0.03266971916
1832	0.03263632173
1833	0.03261433327
1834	0.03260338333
1835	0.03257056903
1836	0.03254165768
1837	0.03250952835
1838	0.03247930259
1839	0.03246435182
1840	0.03244417684
1841	0.0324286337
1842	0.03238821338
1843	0.0323661953
1844	0.03233622319
1845	0.03231907866
1846	0.03229715597
1847	0.03227172401
1848	0.03225670258
1849	0.03223048476
1850	0.03220147836
1851	0.03216770417
1852	0.03213688293
1853	0.03211411432
1854	0.03208366463
1855	0.0320704474
1856	0.0320600928
1857	0.0320502791
1858	0.03202226239
1859	0.03199887819
1860	0.03197746205
1861	0.03196351592
1862	0.03195251927
1863	0.03194013598
1864	0.03190253166
1865	0.03186368248
1866	0.03183692003
1867	0.0318142505
1868	0.03177683985
1869	0.03175691947
1870	0.03174122561
1871	0.03172638809
1872	0.03171450699
1873	0.03170274961
1874	0.03167593978
1875	0.0316494259
1876	0.03163396508
1877	0.0316155315
1878	0.03157954439
1879	0.03154837535
1880	0.0315360597
1881	0.03150715722
1882	0.03149227719
1883	0.03147642379
1884	0.03145612874
1885	0.03144027034
1886	0.03142336373
1887	0.03139622726
1888	0.03137414304
1889	0.03134893464
1890	0.03132648039
1891	0.03129657483
1892	0.03126813486
1893	0.0312482463
1894	0.0312356665
1895	0.03120770096
1896	0.03117842164
1897	0.0311494192
1898	0.03112305951
1899	0.03109557332
1900	0.03108454489
1901	0.03106719657
1902	0.03104268638
1903	0.03103233912
1904	0.03100899452
1905	0.03099684201
1906	0.03096045319
1907	0.03093367644
1908	0.03091099676
1909	0.03088932617
1910	0.0308533227
1911	0.03083443549
1912	0.03081043491
1913	0.03079638061
1914	0.03078419843
1915	0.03075637297
1916	0.03072585155
1917	0.0307121906
1918	0.03068407282
1919	0.03066869485
1920	0.03063870846
1921	0.03062339886
1922	0.03060329592
1923	0.03057758469
1924	0.03054372161
1925	0.03051878222
1926	0.03049947087
1927	0.03047965195
1928	0.03045360053
1929	0.0304273761
1930	0.03040867117
1931	0.03039216497
1932	0.03037557955
1933	0.03035435144
1934	0.03033580489
1935	0.03031192655
1936	0.03028611347
1937	0.03026241352
1938	0.03024716214
1939	0.03022966704
1940	0.03021208819
1941	0.03019514756
1942	0.03017687485
1943	0.03015001297
1944	0.03013027758
1945	0.03010380391
1946	0.03007673355
1947	0.03005000775
1948	0.03003000735
1949	0.03000780533
1950	0.02999662918
1951	0.02996428609
1952	0.02994179835
1953	0.02992939412
1954	0.02990500637
1955	0.02988854411
1956	0.02987137789
1957	0.02985269795
1958	0.02983680837
1959	0.02982623823
1960	0.02979550145
1961	0.02977051997
1962	0.02973950649
1963	0.02971675449
1964	0.02970604641
1965	0.02968351309
1966	0.02967400996
1967	0.02965393804
1968	0.02963307837
1969	0.0296166506
1970	0.02958320175
1971	0.02955575487
1972	0.02954072453
1973	0.02951727824
1974	0.02950028698
1975	0.02947612712
1976	0.02946399289
1977	0.02945326649
1978	0.02943319757
1979	0.02940597947
1980	0.02938599006
1981	0.02935698397
1982	0.02933374901
1983	0.02930397415
1984	0.02927938883
1985	0.02925939643
1986	0.02922690207
1987	0.02921239581
1988	0.02919035108
1989	0.029179028
1990	0.02915543979
1991	0.02913103613
1992	0.02910211171
1993	0.02907255486
1994	0.02904997107
1995	0.02903039886
1996	0.02900756288
1997	0.02898540759
1998	0.02895311121
1999	0.02892932679
